LINE,BLUP_Yield_per_plant,BLUP_Panicle_number,BLUP_Grain_number_per_panicle,BLUP_Seed_setting_rate,BLUP_Grain_weight,BLUP_Heading_date,BLUP_Height,BLUP_Panicle_length,BLUP_Grain_length,BLUP_Grain_width
Z1,0.7794019561580527,-0.7794019561580527,2.006095584556712,0.4233753604408381,-0.5199778941957071,0.8435354475249307,1.7605579385481431,24.709168460853,-1.3572594239004774,0.7839565674816182
Z2,-0.8023403788725547,-0.5132672481252217,0.5964567370163641,-0.718325040035657,-1.1382404789254326,1.714999156781602,-1.7260559398492488,22.57312815632,-1.6269471319518156,0.44179917150036696
Z3,1.3530568062160602,1.2277393063810706,0.6660881593968181,-0.12955182828319636,-0.8387556803586358,0.7424226091720642,0.47816872494022283,24.9366757122234,-0.11771707872926432,-1.1609818914880818
Z4,0.5257485614791044,1.2277393063810706,0.979548094975444,-1.1223503152478966,-1.1877301051678777,1.5697818845209695,2.0590306906911007,24.9998721709374,0.17794215148639328,-1.6526919463987235
Z5,0.8304368575452561,0.8328077806133413,0.11687238965383605,0.1668731253052664,-0.1660225252791695,-0.7424226091720642,-0.7703408606989156,22.8638318664044,-0.051195153929529266,-0.6196697514134151
Z6,0.7347090071384927,1.3984390673496365,-0.15922199437474113,-0.718325040035657,-0.44828277566315705,-0.3887562158823868,-0.21815385572381338,23.9760895397707,0.5964567370163641,-1.418800585405823
Z7,2.151215806267388,1.7260559398492488,-0.4408744628949499,2.574443075678638,-0.33856193917229654,1.752709168689272,-0.3887562158823868,24.4311040425115,-1.7005753418092382,0.9370589290363451
Z8,0.27959817175992535,-0.00587232221150073,-0.5944534988525798,0.7347090071384927,0.5686233422608946,-1.5555607268499052,-0.4875950815864838,23.1924534517171,-0.1422521298370853,0.3725213951274393
Z9,1.4964433784776716,1.7260559398492488,-0.39691194381502864,1.320263708274482,-0.9701040203498509,1.8232000839806906,-0.33501054028509986,23.2619695563025,-1.639683696768899,0.6308900015694818
Z10,0.32792034883818755,1.0309942689203933,-0.36802927483518655,-1.184340135732513,0.3752202741667494,-1.0070258415520834,-0.7161551028903967,23.1671748682315,0.22847484672361895,-0.4123900601090401
Z11,1.058503467972707,0.4151316714856749,0.591453104871977,0.5315367899448967,0.08398847411032541,1.4687487955679928,1.0070258415520839,22.952306908604,0.0243304524704612,-0.7479594693704795
Z12,-0.18135233348480007,0.6217039616214722,1.2926914254669744,-2.224654846532882,-1.08987151549386,0.6577333248656662,1.2259587720918592,23.5716322040011,-0.24659602192761135,-1.752709168689273
Z13,-1.3530568062160602,-0.2561201037266471,1.0614459533644074,-2.3506305247039716,-1.3743145768664888,2.3780822179607912,-0.6105472846744228,21.8716474645946,-1.6593023289992073,0.40782757469997155
Z14,0.3941904601637746,0.8328077806133413,0.19074134293370712,0.5315367899448967,-1.7685166875972003,1.87414597598063,-1.3721607957286337,22.794315761819,-1.2811702624721855,-0.4353340864632294
Z15,2.455823311213329,1.2277393063810706,1.3122838947474762,-0.2979653824128706,0.33589799221501915,0.2970885194553274,1.533440582589223,24.5258987305825,-0.9527907186562337,1.33035823686817
Z16,1.7005753418092382,0.22847484672361895,1.8457647416231115,0.3296913379387279,-0.7568664907801365,2.510729649090614,-1.0410375977280744,22.446735238892,-1.4964433784776716,0.9501524297848538
Z17,0.11180598454015618,-0.00587232221150073,0.04111760225345035,1.8015272731468448,-1.054106844942442,-0.6298667117723502,0.9254106469440165,23.9192127269281,-1.3614861511896186,0.03272287464405818
Z18,0.9396647374154073,1.0309942689203933,0.9292793953136718,-1.7077428386138223,-0.17794215148639328,1.4687487955679928,1.533440582589223,24.8166024406668,-1.8645180016446494,1.6795812311830074
Z19,-0.409651544940165,0.6217039616214722,-0.3067467475066939,-0.3761205072355591,-1.3873732464195678,1.9145058250555569,-1.1334433638484531,22.3582601966924,-0.9383610367639716,0.18220520706881457
Z20,2.623565447234264,1.3984390673496365,0.5884580259488087,0.6401295897359268,-0.038598906627590496,0.39781975769856,1.8015272731468448,26.7630533690579,1.6396836967688997,-0.8999643487133898
Z21,0.04867531852830274,2.288845110286028,1.6022375974387526,-1.0629206479923208,0.5924526433740663,0.02349131424813704,2.8279024395203747,24.9998721709374,-1.5902411636090152,2.1028917374255753
Z22,0.48854009068696036,0.8328077806133413,1.391779133800213,-2.0252858685393686,-0.663995110644024,0.02349131424813704,1.2475877644068878,24.4121451048973,-0.9383610367639716,0.7546341274794125
Z23,0.2830892346201742,0.4151316714856749,0.8280705934271313,-1.642909754911068,-0.30938574530526336,0.49991460567613527,1.141453162862802,24.3363093544405,-1.0643976578102954,0.5814899229495933
Z24,0.8000276470392702,2.0952972328090906,0.2830892346201742,-1.5094202068308762,-0.7032054700151432,0.39781975769856,0.7118253086690245,23.8244180388571,-1.058503467972707,0.3137888778699347
Z25,1.1382404789254326,0.8328077806133413,0.608526978016749,-0.7862399803130231,0.21214406223013876,0.591453104871977,0.5617341127069565,23.8686555599569,-1.4492933069730862,1.6593023289992066
Z26,2.2246548465328804,2.552037319177397,0.15922199437474113,0.1668731253052664,-0.46224035172264544,2.0520928203327196,-0.27872593988440814,22.7500782407192,-1.8144285055875653,1.6429097549110685
Z27,1.0643976578102954,1.2277393063810706,-0.6085269780167494,0.9357584081423308,-0.2848360580501787,1.8232000839806906,-0.16687312530526627,23.6379884856508,-1.7223469171515982,1.4096788311688309
Z28,2.4915826681464117,3.2075542520343654,0.5103983351292033,0.07473145497924982,-1.1675907390562723,0.19758024286313677,-0.0730490716283941,23.6917054755577,-1.067358665139405,0.24573131741010482
Z29,1.4712201371064024,2.552037319177397,0.3932839483459648,-0.4445755693093986,-1.8839508813422576,0.49991460567613527,1.6175650845667395,23.0218230131894,-1.2349006812813164,-0.38694735723199297
Z30,1.5726645198858218,1.0309942689203933,0.08819854277525249,1.463832847267865,-0.4989642755260998,0.7424226091720642,0.44179917150036696,24.7470863360814,-1.1609818914880818,0.6095368203568695
Z31,-1.279266535091439,0.6217039616214722,1.7847788900608428,-0.07389023716132449,-1.4234060699219904,0.49991460567613527,0.22589235940138117,24.4121451048973,-1.1877301051678777,0.36175273679522557
Z32,-0.14903488712993046,-0.00587232221150073,0.8139691041786641,2.073211394287786,-2.312508720143299,0.02349131424813704,-0.17708993077291968,22.6868817820052,-0.9931932308414921,-2.337542818273379
Z33,0.8495373983951017,2.288845110286028,1.5146828313501128,-2.0252858685393686,-1.2153562298406442,0.02349131424813704,0.17197928405809113,22.9459872627326,-0.37072364992889345,-1.0084197154725858
Z34,0.04867531852830274,0.12278699887482328,0.8116345873506744,0.07473145497924982,-1.0381573886372468,0.49991460567613527,0.0025166977115442172,24.0772038737131,-1.4613880830872032,0.38966112206062253
Z35,0.48570636787041566,0.6217039616214722,0.8447334022977963,-0.12955182828319636,-1.6934941587633632,-0.4772284356907206,-0.7726001830318856,22.5984067398056,-1.6144691516574512,-0.239683488855689
Z36,1.5962106659868733,1.2277393063810706,1.714999156781602,-0.4445755693093986,-1.741134682504124,0.10758617697448764,0.248325984956452,23.7738608718859,-0.5490098920030505,-2.4915826681464095
Z37,0.466912825251316,0.6217039616214722,3.089041758260526,-1.642909754911068,-2.1345491100688236,0.2970885194553274,0.6145953978002194,24.0772038737131,-0.5257485614791042,-2.7464669030318007
Z38,1.4142249992413913,1.7260559398492488,2.073211394287786,-1.642909754911068,-2.168502403784811,-0.05539561001137406,0.2639298127186193,24.1972771452697,-0.6473538684373846,-2.933955653578358
Z39,2.018806234844426,1.9092883867990647,0.10083843594493008,-1.4280419450717887,-2.623565447234268,-0.12363228897513234,1.057035656527426,24.0835235195845,-1.6727449814108797,-2.1028917374255753
Z40,3.401837582399011,0.12278699887482328,1.4613880830872032,-2.0252858685393686,-2.1864623838086565,-0.8911948778378324,-0.44921053870257477,24.8861185452522,-0.18988711391725083,-3.4018375823990143
Z41,-0.09662344766519138,1.3984390673496365,1.6461530027491436,-0.07389023716132449,-1.5041990570775305,0.49991460567613527,0.7557498383498787,22.731119303105,-0.5451126579288141,-1.2259587720918597
Z42,1.7605579385481431,2.8279024395203747,1.4712201371064024,0.24919124492065772,-3.4018375823990143,1.7297888607994918,-1.1576964043857545,23.7296233507861,-1.9250998521114406,-1.572664519885822
Z43,0.04867531852830274,1.7260559398492488,1.5902411636090146,0.4233753604408381,-0.39691194381502864,0.6577333248656662,2.337542818273378,27.0727160167565,-0.9138865931067642,0.46504261814056785
Z44,0.5944534988525798,1.9092883867990647,-0.0747314549792497,-0.2979653824128706,-1.8741459759806314,-0.05539561001137406,0.02936566230197093,23.9444913104137,-1.0808006260983387,-1.400672886027438
Z45,0.4041836935027668,0.6217039616214722,-0.23278238980197397,-0.013422776680677465,0.019295859425485624,0.2970885194553274,-0.06043745433883842,23.4010017654733,0.5627166499624818,-0.4123900601090401
Z46,1.1350395003915539,0.8328077806133413,-0.08819854277525249,0.24919124492065772,0.14225212983708543,0.2970885194553274,-0.40054517113043947,23.5589929122583,0.7226750980469968,-0.3662345091504311
Z47,0.6946375669740972,1.0309942689203933,2.168502403784811,-1.6022375974387526,-2.110609502467519,-0.2630612806355993,-0.40054517113043947,22.3961780719208,-1.266068326441333,-1.7765890604792638
Z48,0.8093044855477243,1.3984390673496365,1.7765890604792631,-1.8411763754271309,-1.9998598941840735,-0.12363228897513234,-0.4585096302090762,21.9538028609228,-1.9469603259928399,-0.08483036637078058
Z49,-0.24573131741010482,1.0309942689203933,1.277367432743023,-0.5132672481252217,0.025169607825498208,0.19758024286313677,0.21128615049848085,23.4262803489589,-1.8839508813422576,-2.234730094550549
Z50,1.2118522520616957,2.0952972328090906,0.8949447942108852,-1.8411763754271309,-0.8567803903865845,0.9318663060530493,0.6145953978002194,24.0203270608705,0.23709425649648155,-1.0614459533644074
Z51,-0.9266986885109038,-0.2561201037266471,0.3734207190452879,-0.2979653824128706,-1.572664519885822,-0.2630612806355993,-0.4133035851826097,23.9318520186709,-0.19330486790896084,-2.530843867495851
Z52,1.2014285505998001,1.5640554304822163,0.11180598454015618,-0.3761205072355591,-0.7303208118559368,-0.2630612806355993,-0.24573131741010482,24.8924381911236,-1.0267216760444982,0.4970649651875535
Z53,-0.28308923462017405,1.0309942689203933,-0.11011782680630595,-1.3488779512588236,-0.7281319819556525,-0.4772284356907206,-0.17708993077291968,23.9128930810567,0.6839988315687304,-1.127087498063518
Z54,0.12447766742185863,1.5640554304822163,-0.45385517864976016,-0.9177143996218043,-0.9266986885109038,-0.05539561001137406,0.21128615049848085,23.8244180388571,0.7908191532315466,-1.8100945597342655
Z55,0.9422769420168178,1.3984390673496365,-0.02768718260374743,-0.4445755693093986,-0.9331621026589486,-0.19672488140248562,-0.37882303970605835,23.3567642443735,-1.1742509807304509,0.27611051319567403
Z56,0.5334701540243327,1.3984390673496365,-0.1405574747650174,-1.0629206479923208,-0.3797244980821925,0.10758617697448764,0.2639298127186193,24.5701362516823,0.34745926181929815,-0.7085867024550992
Z57,0.04867531852830274,0.12278699887482328,1.4862404612859912,-1.5094202068308762,-0.3689271020706123,0.49991460567613527,0.460374190012979,23.2682892021739,-0.30762617518920915,-0.45385517864976016
Z58,1.8366264474113958,0.12278699887482328,0.8812557987818221,-3.4018375823990143,-0.9660829461008995,0.39781975769856,0.6629496766546974,24.7281273984673,-0.3662345091504311,-0.44364972360489224
Z59,0.09156772005817292,1.2277393063810706,-0.4151316714856749,0.8387556803586356,-1.904122410668931,2.746466903031797,-0.6723849080685843,23.4705178700587,-0.4298070409025151,-0.9768408982083318
Z60,0.7369084163169565,1.0309942689203933,0.009228012836561944,0.07473145497924982,-0.4445755693093986,-0.19672488140248562,-0.4133035851826097,23.0344623049322,0.062118404248588124,-0.9151610386065618
Z61,0.32792034883818755,1.2277393063810706,-0.4970649651875532,-1.7077428386138223,0.12616869184604687,-0.19672488140248562,-0.239683488855689,23.5842714957439,0.3270352401694493,-0.6411595776139792
Z62,1.1945513085608603,0.8328077806133413,1.0070258415520839,0.1668731253052664,-0.9164369722577275,-0.05539561001137406,-0.32792034883818727,22.762717532462,-0.40236376646216676,-1.0883534796909657
Z63,-0.15667370938367614,1.2277393063810706,-0.6044937926422147,-1.4280419450717887,-0.3217299375401212,-0.12363228897513234,-0.5103983351292033,23.1039784095175,0.15242881916597484,-0.348350497118123
Z64,1.1255056304019473,1.3984390673496365,-0.1422521298370853,-0.2979653824128706,-0.2578542283830444,-0.3217299375401212,-0.32792034883818727,22.383538780178,0.18135233348480007,-0.5075336169162489
Z65,0.9987033438508475,1.2277393063810706,-0.12532313483776059,1.2188751934810156,-0.9822624898722981,-0.05539561001137406,-0.21815385572381338,22.7374389489764,-1.0497305042424987,0.28483605805017864
Z66,1.08683794779058,1.5640554304822163,-0.7954149690729927,0.5315367899448967,-0.10421171333694948,-0.19672488140248562,-0.585468216512844,22.7816764700762,0.5151822049825815,-0.2682754752050378
Z67,0.5568295254418955,0.4151316714856749,-0.7129065036378117,0.07473145497924982,1.258624489131128,0.19758024286313677,-0.10083843594492994,23.7043447673005,1.4712201371064024,-0.05959704371581395
Z68,0.13209015193665793,1.5640554304822163,-0.9292793953136718,1.0295679829246052,-1.639683696768899,1.9145058250555569,-1.4964433784776716,21.8084510058806,-1.378641369576709,-0.06968492031845566
Z69,1.1036484873074284,1.9092883867990647,0.2276138491498417,-0.5804967883415576,-1.4761899566142802,1.96979286079487,-1.1759242002795691,21.9538028609228,-1.5499593553724695,0.8163080655659603
Z70,0.6871822766916121,0.8328077806133413,0.36085725649353206,-0.9177143996218043,-0.04111760225345035,-0.6298667117723502,-0.7010586745105697,23.4705178700587,0.14903488712993032,-0.24659602192761135
Z71,-0.22073188279323885,0.6217039616214722,-0.4114768790570206,-0.7862399803130231,-0.2578542283830444,-1.4303714363601934,-0.8186515013131928,21.8590081728518,0.4613070700516083,-0.4197079794617774
Z72,1.7077428386138223,2.0952972328090906,0.6370436900787557,0.07473145497924982,-1.7972927497249396,1.714999156781602,-1.8057943487279062,23.6221893709723,-2.168502403784811,0.6946375669740972
Z73,-0.30323140043104757,1.3984390673496365,-0.9987033438508475,-0.9987033438508475,-0.8837323808525598,1.9145058250555569,-1.2083630903891434,23.5021160994157,-1.4862404612859912,0.7118253086690245
Z74,0.3752202741667494,1.2277393063810706,-0.07809686114207388,1.463832847267865,-1.8939403211009258,2.3780822179607912,-1.8366264474113954,23.1861338058457,-1.8276390017673492,-0.01761777672689677
Z75,-1.4280419450717887,0.8328077806133413,1.079297439570252,-0.07389023716132449,-2.455823311213327,-0.8339949991679703,-0.8924434554488602,22.3961780719208,-1.9697928607948698,-1.4990185933481825
Z76,0.6608609787075571,1.9092883867990647,0.6494241522478165,-0.9987033438508475,-2.205156624457365,-0.2630612806355993,-0.6587751599009916,23.5337143287727,-1.533440582589223,-1.400672886027438
Z77,-0.43717938584577676,0.8328077806133413,-0.5924526433740663,0.24919124492065772,-1.4712201371064024,-0.4772284356907206,0.0444762716584548,22.825913991176,-1.3962122050905224,-0.05791634814421219
Z78,0.01761777672689677,-0.5132672481252217,-0.009228012836561805,-0.2112861504984807,0.9660829461008995,0.2970885194553274,1.0367205087102667,24.0645645819703,-1.1911337791077636,2.4915826681464117
Z79,0.5373428819248308,0.4151316714856749,1.0733089293935079,0.07473145497924982,-1.3182608793525568,-0.3887562158823868,-0.298842474532533,23.2240516810741,-1.1945513085608603,-0.09999529735294604
Z80,0.31467023215140383,-0.00587232221150073,1.7005753418092382,-0.6432215972861793,-0.7771307051785912,0.10758617697448764,-0.14903488712993046,23.1924534517171,0.02768718260374743,-1.079297439570252
Z81,-0.12363228897513234,0.6217039616214722,1.8366264474113958,-2.0252858685393686,-1.9359144523011653,-0.19672488140248562,-0.13632259162993282,23.5337143287727,-0.8046574101918299,-1.9250998521114406
Z82,0.18647157657293023,0.22847484672361895,1.0182322350024167,-0.3761205072355591,-1.2926914254669744,0.2970885194553274,-0.17708993077291968,24.7344470443386,-1.1979828470362397,-0.40236376646216676
