from	to	combined_score
39947.Q7XHY4	39947.Q75K78	651
39947.Q6YWE1	39947.Q75K78	401
39947.Q6YWE1	39947.Q75K78	401
39947.Q8H4S4	39947.Q6L4M2	475
39947.Q8H4S4	39947.Q6L4M2	475
39947.Q6ZDY8	39947.A0A0P0W962	490
39947.Q6ZDY8	39947.A0A0P0W962	490
39947.A0A0P0W7K1	39947.A0A0P0W962	559
39947.A0A0P0W7K1	39947.A0A0P0W962	559
39947.Q0JEP5	39947.A0A0P0W962	559
39947.Q0JEP5	39947.A0A0P0W962	559
39947.Q6ZL94	39947.A0A0P0W962	454
39947.Q6ZL94	39947.A0A0P0W962	454
39947.Q69S39	39947.A0A0P0W962	641
39947.Q69S39	39947.A0A0P0W962	641
39947.Q6ATY4	39947.A0A0P0W962	436
39947.Q6ATY4	39947.A0A0P0W962	436
39947.Q8H4B9	39947.A0A0P0W962	436
39947.Q8H4B9	39947.A0A0P0W962	436
39947.Q0DI31	39947.A0A0P0W962	474
39947.Q0DI31	39947.A0A0P0W962	474
39947.Q0DJC3	39947.A0A0P0W962	615
39947.Q0DJC3	39947.A0A0P0W962	615
39947.Q7F9U3	39947.A0A0P0W962	475
39947.Q7F9U3	39947.A0A0P0W962	475
39947.Q6ZDY8	39947.Q0D7W3	552
39947.Q6ZDY8	39947.Q0D7W3	552
39947.A0A0P0W6D8	39947.Q0D7W3	455
39947.A0A0P0W6D8	39947.Q0D7W3	455
39947.Q69S39	39947.Q0D7W3	943
39947.Q69S39	39947.Q0D7W3	943
39947.Q0DI31	39947.Q0D7W3	514
39947.Q0DI31	39947.Q0D7W3	514
39947.A0A0P0W8G3	39947.Q0D7W3	747
39947.A0A0P0W8G3	39947.Q0D7W3	747
39947.Q0DJC3	39947.Q0D7W3	970
39947.Q0DJC3	39947.Q0D7W3	970
39947.Q0DVH3	39947.Q0D7W3	814
39947.Q0DVH3	39947.Q0D7W3	814
39947.Q69WE3	39947.Q0D7W3	813
39947.Q69WE3	39947.Q0D7W3	813
39947.A0A0P0W962	39947.Q0D7W3	472
39947.A0A0P0W962	39947.Q0D7W3	472
39947.Q6ZDY8	39947.Q0DIC9	761
39947.Q6ZDY8	39947.Q0DIC9	761
39947.Q5W6W7	39947.Q0DIC9	455
39947.Q5W6W7	39947.Q0DIC9	455
39947.Q7EYV4	39947.Q0DIC9	609
39947.Q7EYV4	39947.Q0DIC9	609
39947.Q0JD41	39947.Q0DIC9	845
39947.Q0JD41	39947.Q0DIC9	845
39947.A0A0P0VZ61	39947.Q0DIC9	445
39947.A0A0P0VZ61	39947.Q0DIC9	445
39947.Q6ZL94	39947.Q0DIC9	566
39947.Q6ZL94	39947.Q0DIC9	566
39947.Q69S39	39947.Q0DIC9	990
39947.Q69S39	39947.Q0DIC9	990
39947.Q7XUY5	39947.Q0DIC9	430
39947.Q7XUY5	39947.Q0DIC9	430
39947.Q84NW1	39947.Q0DIC9	566
39947.Q84NW1	39947.Q0DIC9	566
39947.Q43008	39947.Q0DIC9	400
39947.Q43008	39947.Q0DIC9	400
39947.Q6ZEY8	39947.Q0DIC9	526
39947.Q6ZEY8	39947.Q0DIC9	526
39947.Q0D5G1	39947.Q0DIC9	402
39947.Q0D5G1	39947.Q0DIC9	402
39947.Q0DI31	39947.Q0DIC9	777
39947.Q0DI31	39947.Q0DIC9	777
39947.A0A0P0W8G3	39947.Q0DIC9	928
39947.A0A0P0W8G3	39947.Q0DIC9	928
39947.Q0DJC3	39947.Q0DIC9	999
39947.Q0DJC3	39947.Q0DIC9	999
39947.Q0DVH3	39947.Q0DIC9	970
39947.Q0DVH3	39947.Q0DIC9	970
39947.Q69WE3	39947.Q0DIC9	851
39947.Q69WE3	39947.Q0DIC9	851
39947.Q8GTK7	39947.Q0DIC9	455
39947.Q8GTK7	39947.Q0DIC9	455
39947.Q8GVH7	39947.Q0DIC9	484
39947.Q8GVH7	39947.Q0DIC9	484
39947.A0A0P0W962	39947.Q0DIC9	701
39947.A0A0P0W962	39947.Q0DIC9	701
39947.Q0D7W3	39947.Q0DIC9	998
39947.Q0D7W3	39947.Q0DIC9	998
39947.Q5W6H1	39947.Q7EYR6	662
39947.Q5W6H1	39947.Q7EYR6	662
39947.Q7EYV4	39947.Q7EYR6	447
39947.Q7EYV4	39947.Q7EYR6	447
39947.Q75LV5	39947.Q7EYR6	415
39947.Q75LV5	39947.Q7EYR6	415
39947.P40978	39947.Q7EYR6	433
39947.P40978	39947.Q7EYR6	433
39947.Q7XR19	39947.Q7EYR6	488
39947.Q7XR19	39947.Q7EYR6	488
39947.Q0JCL7	39947.Q7EYR6	984
39947.Q0JCL7	39947.Q7EYR6	984
39947.Q84ZP1	39947.Q7EYR6	622
39947.Q84ZP1	39947.Q7EYR6	622
39947.Q6F2U9	39947.Q7EYR6	518
39947.Q6F2U9	39947.Q7EYR6	518
39947.Q0DK10	39947.Q7EYR6	520
39947.Q0DK10	39947.Q7EYR6	520
39947.Q5WMY3	39947.Q7EYR6	637
39947.Q5WMY3	39947.Q7EYR6	637
39947.Q7XMJ1	39947.Q7EYR6	460
39947.Q7XMJ1	39947.Q7EYR6	460
39947.Q9ZWR5	39947.Q7EYR6	521
39947.Q9ZWR5	39947.Q7EYR6	521
39947.Q6ASR1	39947.Q7EYR6	442
39947.Q6ASR1	39947.Q7EYR6	442
39947.Q0DHL4	39947.Q7EYR6	802
39947.Q0DHL4	39947.Q7EYR6	802
39947.Q0DKJ1	39947.Q7EYR6	873
39947.Q0DKJ1	39947.Q7EYR6	873
39947.Q7X7C9	39947.Q7EYR6	520
39947.Q7X7C9	39947.Q7EYR6	520
39947.Q7XTG6	39947.Q7EYR6	520
39947.Q7XTG6	39947.Q7EYR6	520
39947.Q7XVE1	39947.Q7EYR6	439
39947.Q7XVE1	39947.Q7EYR6	439
39947.A0A0P0VUE9	39947.Q7EYR6	471
39947.A0A0P0VUE9	39947.Q7EYR6	471
39947.Q0DVH3	39947.Q7EYR6	928
39947.Q0DVH3	39947.Q7EYR6	928
39947.Q69WE3	39947.Q7EYR6	933
39947.Q69WE3	39947.Q7EYR6	933
39947.Q75L86	39947.Q7EYR6	881
39947.Q75L86	39947.Q7EYR6	881
39947.Q7EYV4	39947.Q7XHR1	819
39947.Q7EYV4	39947.Q7XHR1	819
39947.Q0DJC3	39947.Q7XHR1	415
39947.Q0DJC3	39947.Q7XHR1	415
39947.Q69WE3	39947.Q7XHR1	410
39947.Q69WE3	39947.Q7XHR1	410
39947.Q7F9U3	39947.Q7XHR1	461
39947.Q7F9U3	39947.Q7XHR1	461
39947.Q0DIC9	39947.Q7XHR1	876
39947.Q0DIC9	39947.Q7XHR1	876
39947.Q6ZDY8	39947.Q7XLG4	731
39947.Q6ZDY8	39947.Q7XLG4	731
39947.Q0D6L9	39947.Q7XLG4	423
39947.Q0D6L9	39947.Q7XLG4	423
39947.A0A0P0W7K1	39947.Q7XLG4	443
39947.A0A0P0W7K1	39947.Q7XLG4	443
39947.Q0JEP5	39947.Q7XLG4	443
39947.Q0JEP5	39947.Q7XLG4	443
39947.Q6ZL94	39947.Q7XLG4	677
39947.Q6ZL94	39947.Q7XLG4	677
39947.Q7XMI6	39947.Q7XLG4	452
39947.Q7XMI6	39947.Q7XLG4	452
39947.A0A0P0WL10	39947.Q7XLG4	783
39947.A0A0P0WL10	39947.Q7XLG4	783
39947.Q0DJ33	39947.Q7XLG4	912
39947.Q0DJ33	39947.Q7XLG4	912
39947.Q69S39	39947.Q7XLG4	951
39947.Q69S39	39947.Q7XLG4	951
39947.Q6ATY4	39947.Q7XLG4	444
39947.Q6ATY4	39947.Q7XLG4	444
39947.Q75HT8	39947.Q7XLG4	434
39947.Q75HT8	39947.Q7XLG4	434
39947.B9F661	39947.Q7XLG4	436
39947.B9F661	39947.Q7XLG4	436
39947.A0A0P0X592	39947.Q7XLG4	500
39947.A0A0P0X592	39947.Q7XLG4	500
39947.Q10JL1	39947.Q7XLG4	830
39947.Q10JL1	39947.Q7XLG4	830
39947.Q0DI31	39947.Q7XLG4	702
39947.Q0DI31	39947.Q7XLG4	702
39947.A0A0P0W8G3	39947.Q7XLG4	745
39947.A0A0P0W8G3	39947.Q7XLG4	745
39947.Q0DJC3	39947.Q7XLG4	992
39947.Q0DJC3	39947.Q7XLG4	992
39947.Q0DVH3	39947.Q7XLG4	808
39947.Q0DVH3	39947.Q7XLG4	808
39947.Q69WE3	39947.Q7XLG4	757
39947.Q69WE3	39947.Q7XLG4	757
39947.Q7F9U3	39947.Q7XLG4	545
39947.Q7F9U3	39947.Q7XLG4	545
39947.Q8GTK7	39947.Q7XLG4	900
39947.Q8GTK7	39947.Q7XLG4	900
39947.A0A0P0W962	39947.Q7XLG4	647
39947.A0A0P0W962	39947.Q7XLG4	647
39947.Q0D7W3	39947.Q7XLG4	965
39947.Q0D7W3	39947.Q7XLG4	965
39947.Q0DIC9	39947.Q7XLG4	999
39947.Q0DIC9	39947.Q7XLG4	999
39947.Q10N79	39947.Q6AV34	903
39947.Q10N79	39947.Q6AV34	903
39947.Q6AUR2	39947.Q6AV34	638
39947.Q6AUR2	39947.Q6AV34	638
39947.A0A0P0WIG6	39947.Q6AV34	418
39947.A0A0P0WIG6	39947.Q6AV34	418
39947.A3BLC3	39947.Q6AV34	485
39947.A3BLC3	39947.Q6AV34	485
39947.Q10S55	39947.Q6AV34	518
39947.Q10S55	39947.Q6AV34	518
39947.Q0DJ33	39947.Q6AV34	611
39947.Q0DJ33	39947.Q6AV34	611
39947.Q8GTK4	39947.Q6AV34	429
39947.Q8GTK4	39947.Q6AV34	429
39947.Q9SMB1	39947.Q6AV34	529
39947.Q9SMB1	39947.Q6AV34	529
39947.A0A0P0VWB2	39947.Q6AV34	442
39947.A0A0P0VWB2	39947.Q6AV34	442
39947.C7J278	39947.Q6AV34	477
39947.C7J278	39947.Q6AV34	477
39947.Q10MQ2	39947.Q6AV34	548
39947.Q10MQ2	39947.Q6AV34	548
39947.A0A0P0WHN0	39947.Q6AV34	948
39947.A0A0P0WHN0	39947.Q6AV34	948
39947.A0A0P0X853	39947.Q6AV34	494
39947.A0A0P0X853	39947.Q6AV34	494
39947.A3AJD2	39947.Q6AV34	494
39947.A3AJD2	39947.Q6AV34	494
39947.Q0D6N1	39947.Q6AV34	948
39947.Q0D6N1	39947.Q6AV34	948
39947.Q7XTK1	39947.A0A0P0VVZ9	400
39947.Q7XTK1	39947.A0A0P0VVZ9	400
39947.A0A0P0X2F6	39947.A0A0P0VVZ9	648
39947.A0A0P0X2F6	39947.A0A0P0VVZ9	648
39947.Q75IT7	39947.Q69NY4	406
39947.Q75IT7	39947.Q69NY4	406
39947.A3BLA8	39947.Q0DKA5	409
39947.A3BLA8	39947.Q0DKA5	409
39947.Q0JDB4	39947.Q0DKA5	409
39947.Q0JDB4	39947.Q0DKA5	409
39947.Q75KG4	39947.Q0DKA5	405
39947.Q75KG4	39947.Q0DKA5	405
39947.Q6ZL94	39947.A0A0P0WLW0	550
39947.Q6ZL94	39947.A0A0P0WLW0	550
39947.A0A0P0X294	39947.A0A0P0WLW0	515
39947.A0A0P0X294	39947.A0A0P0WLW0	515
39947.Q0D8F3	39947.A0A0P0WLW0	400
39947.Q0D8F3	39947.A0A0P0WLW0	400
39947.B7F6I0	39947.A0A0P0WLW0	402
39947.B7F6I0	39947.A0A0P0WLW0	402
39947.Q6I5L0	39947.A0A0P0WLW0	501
39947.Q6I5L0	39947.A0A0P0WLW0	501
39947.A0A0P0W8G3	39947.A0A0P0WLW0	548
39947.A0A0P0W8G3	39947.A0A0P0WLW0	548
39947.Q0DVH3	39947.A0A0P0WLW0	957
39947.Q0DVH3	39947.A0A0P0WLW0	957
39947.Q69WE3	39947.A0A0P0WLW0	625
39947.Q69WE3	39947.A0A0P0WLW0	625
39947.Q6YU51	39947.A0A0P0WLW0	658
39947.Q6YU51	39947.A0A0P0WLW0	658
39947.Q60E66	39947.A0A0P0WLW0	402
39947.Q60E66	39947.A0A0P0WLW0	402
39947.Q8GVH7	39947.A0A0P0WLW0	997
39947.Q8GVH7	39947.A0A0P0WLW0	997
39947.Q75L86	39947.A0A0P0WLW0	834
39947.Q75L86	39947.A0A0P0WLW0	834
39947.Q7XIF7	39947.A0A0P0WLW0	907
39947.Q7XIF7	39947.A0A0P0WLW0	907
39947.Q0DIC9	39947.A0A0P0WLW0	470
39947.Q0DIC9	39947.A0A0P0WLW0	470
39947.Q10LH0	39947.A0A0P0WMJ3	402
39947.Q10LH0	39947.A0A0P0WMJ3	402
39947.A3BLC3	39947.A0A0P0WMJ3	449
39947.A3BLC3	39947.A0A0P0WMJ3	449
39947.Q6ATY4	39947.A0A0P0WMJ3	471
39947.Q6ATY4	39947.A0A0P0WMJ3	471
39947.Q6ZL81	39947.A0A0P0WMJ3	437
39947.Q6ZL81	39947.A0A0P0WMJ3	437
39947.Q7XIH6	39947.A0A0P0WMJ3	662
39947.Q7XIH6	39947.A0A0P0WMJ3	662
39947.Q84PB5	39947.A0A0P0WMJ3	401
39947.Q84PB5	39947.A0A0P0WMJ3	401
39947.Q0DIV0	39947.A0A0P0WMJ3	441
39947.Q0DIV0	39947.A0A0P0WMJ3	441
39947.Q6ASR0	39947.A0A0P0WMJ3	498
39947.Q6ASR0	39947.A0A0P0WMJ3	498
39947.Q84NN4	39947.A0A0P0WMJ3	581
39947.Q84NN4	39947.A0A0P0WMJ3	581
39947.A0A0P0X3I2	39947.A0A0P0WMJ3	572
39947.A0A0P0X3I2	39947.A0A0P0WMJ3	572
39947.Q84ZD2	39947.A0A0P0WMJ3	730
39947.Q84ZD2	39947.A0A0P0WMJ3	730
39947.Q7XXS4	39947.A0A0P0WMJ3	522
39947.Q7XXS4	39947.A0A0P0WMJ3	522
39947.Q688M9	39947.A0A0P0WMJ3	976
39947.Q688M9	39947.A0A0P0WMJ3	976
39947.A0A0P0WA28	39947.A0A0P0WMJ3	632
39947.A0A0P0WA28	39947.A0A0P0WMJ3	632
39947.Q5W736	39947.P53684	420
39947.Q5W736	39947.P53684	420
39947.A0A0P0VTU7	39947.P53684	518
39947.A0A0P0VTU7	39947.P53684	518
39947.Q75HP9	39947.P53684	518
39947.Q75HP9	39947.P53684	518
39947.Q10N20	39947.P53684	415
39947.Q10N20	39947.P53684	415
39947.A0A0P0WA26	39947.P53684	518
39947.A0A0P0WA26	39947.P53684	518
39947.Q0JED8	39947.Q0DHH6	445
39947.Q0JED8	39947.Q0DHH6	445
39947.Q8LH82	39947.Q0DHH6	566
39947.Q8LH82	39947.Q0DHH6	566
39947.Q8H5N9	39947.Q6I5I8	402
39947.Q8H5N9	39947.Q6I5I8	402
39947.A0A0P0VTU7	39947.Q7XIM0	518
39947.A0A0P0VTU7	39947.Q7XIM0	518
39947.Q75HP9	39947.Q7XIM0	518
39947.Q75HP9	39947.Q7XIM0	518
39947.A0A0P0WA26	39947.Q7XIM0	518
39947.A0A0P0WA26	39947.Q7XIM0	518
39947.B7E4J4	39947.Q0JDE9	445
39947.B7E4J4	39947.Q0JDE9	445
39947.Q10LJ2	39947.Q0JDE9	413
39947.Q10LJ2	39947.Q0JDE9	413
39947.Q0D6B1	39947.Q7XVK1	496
39947.Q0D6B1	39947.Q7XVK1	496
39947.A0A0P0W9W2	39947.Q0DT68	562
39947.A0A0P0W9W2	39947.Q0DT68	562
39947.Q10MW6	39947.Q0DT68	415
39947.Q10MW6	39947.Q0DT68	415
39947.Q69WE5	39947.Q0DT68	999
39947.Q69WE5	39947.Q0DT68	999
39947.Q7EYK9	39947.Q0DT68	946
39947.Q7EYK9	39947.Q0DT68	946
39947.A0A0P0X3V0	39947.Q0DT68	444
39947.A0A0P0X3V0	39947.Q0DT68	444
39947.Q6AVA8	39947.Q0DT68	981
39947.Q6AVA8	39947.Q0DT68	981
39947.Q75KR1	39947.Q0DT68	980
39947.Q75KR1	39947.Q0DT68	980
39947.Q8H2J9	39947.Q0DT68	445
39947.Q8H2J9	39947.Q0DT68	445
39947.A0A0P0WBF4	39947.Q0DT68	445
39947.A0A0P0WBF4	39947.Q0DT68	445
39947.P17784	39947.Q0DT68	996
39947.P17784	39947.Q0DT68	996
39947.Q0DS91	39947.Q0DT68	998
39947.Q0DS91	39947.Q0DT68	998
39947.Q7XWP9	39947.Q0DT68	983
39947.Q7XWP9	39947.Q0DT68	983
39947.Q7XAL3	39947.Q0DT68	564
39947.Q7XAL3	39947.Q0DT68	564
39947.Q0DIG5	39947.Q0DT68	406
39947.Q0DIG5	39947.Q0DT68	406
39947.Q6Z3A8	39947.Q0DT68	445
39947.Q6Z3A8	39947.Q0DT68	445
39947.Q5W726	39947.A3ATL0	420
39947.Q5W726	39947.A3ATL0	420
39947.Q6F353	39947.Q0JCP1	426
39947.Q6F353	39947.Q0JCP1	426
39947.Q7XTE8	39947.Q0JCP1	518
39947.Q7XTE8	39947.Q0JCP1	518
39947.Q0D7E4	39947.Q0JCP1	528
39947.Q0D7E4	39947.Q0JCP1	528
39947.Q10Q08	39947.Q0JCP1	431
39947.Q10Q08	39947.Q0JCP1	431
39947.Q94LW3	39947.Q7XV60	409
39947.Q94LW3	39947.Q7XV60	409
39947.A0A0P0X6W3	39947.Q7XV60	533
39947.A0A0P0X6W3	39947.Q7XV60	533
39947.A0A0P0X6W3	39947.Q8GTK3	524
39947.A0A0P0X6W3	39947.Q8GTK3	524
39947.Q7XV60	39947.Q8GTK3	401
39947.Q7XV60	39947.Q8GTK3	401
39947.Q06397	39947.Q10PI5	824
39947.Q06397	39947.Q10PI5	824
39947.Q0DLB9	39947.Q10PI5	432
39947.Q0DLB9	39947.Q10PI5	432
39947.Q0DUI8	39947.Q10PI5	445
39947.Q0DUI8	39947.Q10PI5	445
39947.Q10PI9	39947.Q10PI5	616
39947.Q10PI9	39947.Q10PI5	616
39947.Q0JDK9	39947.Q10PI5	813
39947.Q0JDK9	39947.Q10PI5	813
39947.Q0D5G1	39947.Q10PI5	565
39947.Q0D5G1	39947.Q10PI5	565
39947.Q0DL57	39947.Q10PI5	764
39947.Q0DL57	39947.Q10PI5	764
39947.Q10PI6	39947.Q10PI5	788
39947.Q10PI6	39947.Q10PI5	788
39947.Q0D7V2	39947.Q10PI5	800
39947.Q0D7V2	39947.Q10PI5	800
39947.Q5W6D6	39947.Q75KE5	445
39947.Q5W6D6	39947.Q75KE5	445
39947.Q10N20	39947.Q75KE5	838
39947.Q10N20	39947.Q75KE5	838
39947.Q10QW3	39947.Q75KE5	727
39947.Q10QW3	39947.Q75KE5	727
39947.Q8GRS2	39947.Q75KE5	642
39947.Q8GRS2	39947.Q75KE5	642
39947.Q5W6M7	39947.Q75KE5	589
39947.Q5W6M7	39947.Q75KE5	589
39947.Q7XYS3	39947.Q75KE5	430
39947.Q7XYS3	39947.Q75KE5	430
39947.Q7XV97	39947.Q75KE5	461
39947.Q7XV97	39947.Q75KE5	461
39947.Q84R94	39947.Q75KE5	516
39947.Q84R94	39947.Q75KE5	516
39947.Q0JEB7	39947.Q75KE5	513
39947.Q0JEB7	39947.Q75KE5	513
39947.Q10KX8	39947.Q75KE5	401
39947.Q10KX8	39947.Q75KE5	401
39947.Q8GSI0	39947.Q75KE5	602
39947.Q8GSI0	39947.Q75KE5	602
39947.Q6ATD1	39947.Q7XLG6	400
39947.Q6ATD1	39947.Q7XLG6	400
39947.Q7F226	39947.Q7XLG6	474
39947.Q7F226	39947.Q7XLG6	474
39947.Q8LIP2	39947.Q7XLG6	474
39947.Q8LIP2	39947.Q7XLG6	474
39947.Q65WW1	39947.Q7XLG6	407
39947.Q65WW1	39947.Q7XLG6	407
39947.A0A0P0VZE9	39947.Q0DRF9	757
39947.A0A0P0VZE9	39947.Q0DRF9	757
39947.Q8H8U0	39947.Q0DRF9	963
39947.Q8H8U0	39947.Q0DRF9	963
39947.Q6AUA1	39947.Q0DRF9	508
39947.Q6AUA1	39947.Q0DRF9	508
39947.Q0DHP9	39947.A0A0P0VS81	408
39947.Q0DHP9	39947.A0A0P0VS81	408
39947.Q60E59	39947.A0A0P0VS81	460
39947.Q60E59	39947.A0A0P0VS81	460
39947.Q6ATY3	39947.A0A0P0VS81	484
39947.Q6ATY3	39947.A0A0P0VS81	484
39947.Q7EYV4	39947.A0A0P0VS81	583
39947.Q7EYV4	39947.A0A0P0VS81	583
39947.Q7XI32	39947.A0A0P0VS81	548
39947.Q7XI32	39947.A0A0P0VS81	548
39947.Q10Q80	39947.A0A0P0VS81	427
39947.Q10Q80	39947.A0A0P0VS81	427
39947.Q60F24	39947.A0A0P0VS81	408
39947.Q60F24	39947.A0A0P0VS81	408
39947.Q0DIR7	39947.A0A0P0VS81	465
39947.Q0DIR7	39947.A0A0P0VS81	465
39947.Q60EF6	39947.A0A0P0VS81	475
39947.Q60EF6	39947.A0A0P0VS81	475
39947.Q8LSQ2	39947.A0A0P0VS81	438
39947.Q8LSQ2	39947.A0A0P0VS81	438
39947.Q0DIC9	39947.A0A0P0VS81	508
39947.Q0DIC9	39947.A0A0P0VS81	508
39947.Q69V11	39947.A0A0P0VYQ5	410
39947.Q69V11	39947.A0A0P0VYQ5	410
39947.Q6IVC3	39947.C7J599	584
39947.Q6IVC3	39947.C7J599	584
39947.Q0D715	39947.Q6I5Q6	433
39947.Q0D715	39947.Q6I5Q6	433
39947.Q6I5Q5	39947.B7F4A9	807
39947.Q6I5Q5	39947.B7F4A9	807
39947.Q60ES2	39947.B7F4A9	495
39947.Q60ES2	39947.B7F4A9	495
39947.A0A0P0WM13	39947.B7F4A9	483
39947.A0A0P0WM13	39947.B7F4A9	483
39947.Q6I5Q5	39947.C7J156	807
39947.Q6I5Q5	39947.C7J156	807
39947.Q0JEB7	39947.C7J156	833
39947.Q0JEB7	39947.C7J156	833
39947.A0A0P0W8E2	39947.C7J156	833
39947.A0A0P0W8E2	39947.C7J156	833
39947.B7F4A9	39947.C7J156	807
39947.B7F4A9	39947.C7J156	807
39947.Q6I5Q5	39947.Q10R09	807
39947.Q6I5Q5	39947.Q10R09	807
39947.Q0JDC5	39947.Q10R09	402
39947.Q0JDC5	39947.Q10R09	402
39947.B7F4A9	39947.Q10R09	807
39947.B7F4A9	39947.Q10R09	807
39947.C7J156	39947.Q10R09	807
39947.C7J156	39947.Q10R09	807
39947.Q6I5Q5	39947.Q7XT12	807
39947.Q6I5Q5	39947.Q7XT12	807
39947.B7F4A9	39947.Q7XT12	811
39947.B7F4A9	39947.Q7XT12	811
39947.C7J156	39947.Q7XT12	807
39947.C7J156	39947.Q7XT12	807
39947.Q10R09	39947.Q7XT12	807
39947.Q10R09	39947.Q7XT12	807
39947.Q6ZL94	39947.B7FA23	978
39947.Q6ZL94	39947.B7FA23	978
39947.Q0DUI8	39947.B7FA23	577
39947.Q0DUI8	39947.B7FA23	577
39947.A0A0P0WIK0	39947.B7FA23	458
39947.A0A0P0WIK0	39947.B7FA23	458
39947.Q7XTJ3	39947.B7FA23	977
39947.Q7XTJ3	39947.B7FA23	977
39947.Q6Z4E4	39947.B7FA23	978
39947.Q6Z4E4	39947.B7FA23	978
39947.Q84YL2	39947.B7FA23	426
39947.Q84YL2	39947.B7FA23	426
39947.Q69RG8	39947.B7FA23	539
39947.Q69RG8	39947.B7FA23	539
39947.Q7XAL3	39947.B7FA23	944
39947.Q7XAL3	39947.B7FA23	944
39947.B9FK36	39947.B7FA23	980
39947.B9FK36	39947.B7FA23	980
39947.Q5W6W7	39947.Q10S58	426
39947.Q5W6W7	39947.Q10S58	426
39947.A0A0P0X4Q8	39947.Q10S58	927
39947.A0A0P0X4Q8	39947.Q10S58	927
39947.Q7XIT8	39947.Q10S58	927
39947.Q7XIT8	39947.Q10S58	927
39947.Q0D6M1	39947.Q10S58	445
39947.Q0D6M1	39947.Q10S58	445
39947.Q10PZ9	39947.Q10S58	911
39947.Q10PZ9	39947.Q10S58	911
39947.Q0D7W4	39947.Q10S58	526
39947.Q0D7W4	39947.Q10S58	526
39947.Q0D5Z4	39947.Q10S58	426
39947.Q0D5Z4	39947.Q10S58	426
39947.Q6Z4A7	39947.Q10S58	543
39947.Q6Z4A7	39947.Q10S58	543
39947.Q5TKD8	39947.Q10S58	445
39947.Q5TKD8	39947.Q10S58	445
39947.Q7XTE8	39947.Q10S58	783
39947.Q7XTE8	39947.Q10S58	783
39947.Q7XS58	39947.Q10S58	988
39947.Q7XS58	39947.Q10S58	988
39947.Q75GS0	39947.Q10S58	511
39947.Q75GS0	39947.Q10S58	511
39947.Q6ZL61	39947.Q10S58	976
39947.Q6ZL61	39947.Q10S58	976
39947.Q0DI55	39947.Q10S58	426
39947.Q0DI55	39947.Q10S58	426
39947.Q688Q9	39947.Q10S58	432
39947.Q688Q9	39947.Q10S58	432
39947.Q6Z3A3	39947.Q10S58	432
39947.Q6Z3A3	39947.Q10S58	432
39947.Q75HP7	39947.Q10S58	934
39947.Q75HP7	39947.Q10S58	934
39947.B9FHF3	39947.Q7X6C1	421
39947.B9FHF3	39947.Q7X6C1	421
39947.Q0DTU0	39947.Q7X6C1	449
39947.Q0DTU0	39947.Q7X6C1	449
39947.Q65XH1	39947.Q7X6C1	454
39947.Q65XH1	39947.Q7X6C1	454
39947.Q0D701	39947.Q7X6C1	426
39947.Q0D701	39947.Q7X6C1	426
39947.P0C1U4	39947.Q7XRH8	427
39947.P0C1U4	39947.Q7XRH8	427
39947.Q75GT3	39947.Q7XRH8	403
39947.Q75GT3	39947.Q7XRH8	403
39947.A0A0P0VTN1	39947.Q7XRH8	436
39947.A0A0P0VTN1	39947.Q7XRH8	436
39947.Q0DQS7	39947.Q0DI00	479
39947.Q0DQS7	39947.Q0DI00	479
39947.Q7EYP8	39947.Q0DI00	401
39947.Q7EYP8	39947.Q0DI00	401
39947.B9F813	39947.Q5KQH5	474
39947.B9F813	39947.Q5KQH5	474
39947.Q6ZL94	39947.Q5KQH5	548
39947.Q6ZL94	39947.Q5KQH5	548
39947.P49397	39947.Q5KQH5	457
39947.P49397	39947.Q5KQH5	457
39947.Q9LSU3	39947.Q5KQH5	442
39947.Q9LSU3	39947.Q5KQH5	442
39947.O64422	39947.Q5KQH5	492
39947.O64422	39947.Q5KQH5	492
39947.Q6ZLB8	39947.Q5KQH5	401
39947.Q6ZLB8	39947.Q5KQH5	401
39947.Q7XTE8	39947.Q5KQH5	471
39947.Q7XTE8	39947.Q5KQH5	471
39947.Q7EYK9	39947.Q5KQH5	945
39947.Q7EYK9	39947.Q5KQH5	945
39947.A0A0P0X3V0	39947.Q5KQH5	469
39947.A0A0P0X3V0	39947.Q5KQH5	469
39947.Q60DX8	39947.Q5KQH5	619
39947.Q60DX8	39947.Q5KQH5	619
39947.Q6AVA8	39947.Q5KQH5	950
39947.Q6AVA8	39947.Q5KQH5	950
39947.Q75KR1	39947.Q5KQH5	948
39947.Q75KR1	39947.Q5KQH5	948
39947.P17784	39947.Q5KQH5	939
39947.P17784	39947.Q5KQH5	939
39947.Q7XWP9	39947.Q5KQH5	956
39947.Q7XWP9	39947.Q5KQH5	956
39947.Q0DHF6	39947.Q5KQH5	401
39947.Q0DHF6	39947.Q5KQH5	401
39947.Q7XXR8	39947.Q5KQH5	488
39947.Q7XXR8	39947.Q5KQH5	488
39947.Q7EYR6	39947.Q5KQH5	601
39947.Q7EYR6	39947.Q5KQH5	601
39947.Q0DT68	39947.Q5KQH5	946
39947.Q0DT68	39947.Q5KQH5	946
39947.Q0DI00	39947.Q5KQH5	404
39947.Q0DI00	39947.Q5KQH5	404
39947.Q6AUB0	39947.Q6Z4E7	445
39947.Q6AUB0	39947.Q6Z4E7	445
39947.Q0JCU7	39947.Q6Z4E7	445
39947.Q0JCU7	39947.Q6Z4E7	445
39947.Q7XV21	39947.Q6Z4E7	445
39947.Q7XV21	39947.Q6Z4E7	445
