from	to	combined_score
39947.A0A024FLK4	39947.A0A0P0W9W2	909
39947.A0A024FLK4	39947.A0A0P0W9W2	909
39947.A0A024FLK4	39947.Q10N79	633
39947.A0A024FLK4	39947.Q10N79	633
39947.A0A024FLK4	39947.Q6AUR2	507
39947.A0A024FLK4	39947.Q6AUR2	507
39947.Q10N79	39947.Q6AUR2	697
39947.Q10N79	39947.Q6AUR2	697
39947.A0A024FLK4	39947.Q6ZDY8	909
39947.A0A024FLK4	39947.Q6ZDY8	909
39947.A0A0P0W9W2	39947.Q6ZDY8	768
39947.A0A0P0W9W2	39947.Q6ZDY8	768
39947.A0A024FLK4	39947.Q84VK7	908
39947.A0A024FLK4	39947.Q84VK7	908
39947.Q6ZDY8	39947.Q84VK7	996
39947.Q6ZDY8	39947.Q84VK7	996
39947.A0A0P0VVB3	39947.A0A0P0VXF0	998
39947.A0A0P0VVB3	39947.A0A0P0VXF0	998
39947.A0A0P0VVB3	39947.A0A0P0WAF3	636
39947.A0A0P0VVB3	39947.A0A0P0WAF3	636
39947.A0A0P0VXF0	39947.A0A0P0WAF3	512
39947.A0A0P0VXF0	39947.A0A0P0WAF3	512
39947.A0A0P0VVB3	39947.A0A0P0WIA1	457
39947.A0A0P0VVB3	39947.A0A0P0WIA1	457
39947.A0A0P0WAF3	39947.A0A0P0WIA1	454
39947.A0A0P0WAF3	39947.A0A0P0WIA1	454
39947.A0A0P0W9W2	39947.A0A0P0WIG6	983
39947.A0A0P0W9W2	39947.A0A0P0WIG6	983
39947.Q6ZDY8	39947.A0A0P0WIG6	543
39947.Q6ZDY8	39947.A0A0P0WIG6	543
39947.A0A0P0VVB3	39947.B9FNL5	492
39947.A0A0P0VVB3	39947.B9FNL5	492
39947.A0A0P0VXF0	39947.B9FNL5	644
39947.A0A0P0VXF0	39947.B9FNL5	644
39947.A0A0P0WAF3	39947.B9FNL5	638
39947.A0A0P0WAF3	39947.B9FNL5	638
39947.A0A0P0WIA1	39947.B9FNL5	799
39947.A0A0P0WIA1	39947.B9FNL5	799
39947.A0A0P0VVB3	39947.C7J4K5	536
39947.A0A0P0VVB3	39947.C7J4K5	536
39947.A0A0P0VXF0	39947.C7J4K5	468
39947.A0A0P0VXF0	39947.C7J4K5	468
39947.A0A0P0WAF3	39947.C7J4K5	576
39947.A0A0P0WAF3	39947.C7J4K5	576
39947.B9FNL5	39947.C7J4K5	797
39947.B9FNL5	39947.C7J4K5	797
39947.A0A0P0VVB3	39947.Q60F40	672
39947.A0A0P0VVB3	39947.Q60F40	672
39947.A0A0P0VXF0	39947.Q60F40	618
39947.A0A0P0VXF0	39947.Q60F40	618
39947.A0A0P0WAF3	39947.Q60F40	434
39947.A0A0P0WAF3	39947.Q60F40	434
39947.A0A0P0WIA1	39947.Q60F40	436
39947.A0A0P0WIA1	39947.Q60F40	436
39947.B9FNL5	39947.Q60F40	662
39947.B9FNL5	39947.Q60F40	662
39947.C7J4K5	39947.Q60F40	632
39947.C7J4K5	39947.Q60F40	632
39947.A0A0P0VVB3	39947.Q6AUI3	566
39947.A0A0P0VVB3	39947.Q6AUI3	566
39947.A0A0P0WAF3	39947.Q6AUI3	508
39947.A0A0P0WAF3	39947.Q6AUI3	508
39947.A0A0P0WIA1	39947.Q6AUI3	751
39947.A0A0P0WIA1	39947.Q6AUI3	751
39947.B9FNL5	39947.Q6AUI3	885
39947.B9FNL5	39947.Q6AUI3	885
39947.Q60F40	39947.Q6AUI3	456
39947.Q60F40	39947.Q6AUI3	456
39947.A0A0P0VVB3	39947.Q7F1M0	966
39947.A0A0P0VVB3	39947.Q7F1M0	966
39947.A0A0P0VXF0	39947.Q7F1M0	795
39947.A0A0P0VXF0	39947.Q7F1M0	795
39947.A0A0P0WAF3	39947.Q7F1M0	611
39947.A0A0P0WAF3	39947.Q7F1M0	611
39947.B9FNL5	39947.Q7F1M0	931
39947.B9FNL5	39947.Q7F1M0	931
39947.Q60F40	39947.Q7F1M0	520
39947.Q60F40	39947.Q7F1M0	520
39947.Q6AUI3	39947.Q7F1M0	484
39947.Q6AUI3	39947.Q7F1M0	484
39947.A0A0P0WAF3	39947.Q7XIY9	455
39947.A0A0P0WAF3	39947.Q7XIY9	455
39947.Q60F40	39947.Q7XIY9	485
39947.Q60F40	39947.Q7XIY9	485
39947.Q7F1M0	39947.Q7XIY9	568
39947.Q7F1M0	39947.Q7XIY9	568
39947.A0A0P0WAF3	39947.Q7XRV0	822
39947.A0A0P0WAF3	39947.Q7XRV0	822
39947.B9FNL5	39947.Q7XRV0	539
39947.B9FNL5	39947.Q7XRV0	539
39947.C7J4K5	39947.Q7XRV0	557
39947.C7J4K5	39947.Q7XRV0	557
39947.A0A0P0VVB3	39947.Q9LRE5	678
39947.A0A0P0VVB3	39947.Q9LRE5	678
39947.A0A0P0WAF3	39947.Q9LRE5	507
39947.A0A0P0WAF3	39947.Q9LRE5	507
39947.A0A0P0WIA1	39947.Q9LRE5	969
39947.A0A0P0WIA1	39947.Q9LRE5	969
39947.B9FNL5	39947.Q9LRE5	776
39947.B9FNL5	39947.Q9LRE5	776
39947.Q60F40	39947.Q9LRE5	430
39947.Q60F40	39947.Q9LRE5	430
39947.Q6AUI3	39947.Q9LRE5	777
39947.Q6AUI3	39947.Q9LRE5	777
39947.Q7F1M0	39947.Q9LRE5	480
39947.Q7F1M0	39947.Q9LRE5	480
39947.A0A0N7KH38	39947.A0A0N7KHL0	504
39947.A0A0N7KH38	39947.A0A0N7KHL0	504
39947.A0A0N7KHL0	39947.A0A0P0W929	426
39947.A0A0N7KHL0	39947.A0A0P0W929	426
39947.A0A0P0W929	39947.A3B529	406
39947.A0A0P0W929	39947.A3B529	406
39947.A0A0P0W929	39947.Q10LQ2	401
39947.A0A0P0W929	39947.Q10LQ2	401
39947.A0A0P0W929	39947.Q5W736	412
39947.A0A0P0W929	39947.Q5W736	412
39947.A0A0N7KHL0	39947.Q75L42	431
39947.A0A0N7KHL0	39947.Q75L42	431
39947.A0A0P0W929	39947.Q75L42	416
39947.A0A0P0W929	39947.Q75L42	416
39947.A0A0P0W929	39947.A0A0P0X3R1	429
39947.A0A0P0W929	39947.A0A0P0X3R1	429
39947.A3B529	39947.A0A0P0X3R1	425
39947.A3B529	39947.A0A0P0X3R1	425
39947.Q0D6C0	39947.A0A0P0X3R1	408
39947.Q0D6C0	39947.A0A0P0X3R1	408
39947.Q5W736	39947.A0A0P0X3R1	427
39947.Q5W736	39947.A0A0P0X3R1	427
39947.Q75L42	39947.A0A0P0X3R1	429
39947.Q75L42	39947.A0A0P0X3R1	429
39947.B7E324	39947.Q7XRA8	453
39947.B7E324	39947.Q7XRA8	453
39947.Q6ZDY8	39947.Q84MH1	413
39947.Q6ZDY8	39947.Q84MH1	413
39947.B7E324	39947.Q84MH1	458
39947.B7E324	39947.Q84MH1	458
39947.Q6AUR2	39947.P0C1U4	520
39947.Q6AUR2	39947.P0C1U4	520
39947.A0A0N7KMZ4	39947.Q0D6B1	472
39947.A0A0N7KMZ4	39947.Q0D6B1	472
39947.A0A0P0WH66	39947.Q0DV32	998
39947.A0A0P0WH66	39947.Q0DV32	998
39947.A0A0P0WH66	39947.Q10S72	896
39947.A0A0P0WH66	39947.Q10S72	896
39947.Q0DL03	39947.Q5W6W7	975
39947.Q0DL03	39947.Q5W6W7	975
39947.Q0DV32	39947.Q8H4K0	862
39947.Q0DV32	39947.Q8H4K0	862
39947.Q10S72	39947.Q8H4K0	906
39947.Q10S72	39947.Q8H4K0	906
39947.Q0D6B1	39947.A0A0P0VST4	433
39947.Q0D6B1	39947.A0A0P0VST4	433
39947.Q0D6B1	39947.B7FAL5	796
39947.Q0D6B1	39947.B7FAL5	796
39947.A0A0P0VST4	39947.B7FAL5	400
39947.A0A0P0VST4	39947.B7FAL5	400
39947.Q0D6B1	39947.B9FFC2	997
39947.Q0D6B1	39947.B9FFC2	997
39947.A0A0P0VST4	39947.B9FFC2	578
39947.A0A0P0VST4	39947.B9FFC2	578
39947.B7FAL5	39947.B9FFC2	869
39947.B7FAL5	39947.B9FFC2	869
39947.A0A0P0VST4	39947.Q0D7W9	500
39947.A0A0P0VST4	39947.Q0D7W9	500
39947.B9FFC2	39947.Q0DL70	514
39947.B9FFC2	39947.Q0DL70	514
39947.Q0D6B1	39947.Q0DT74	438
39947.Q0D6B1	39947.Q0DT74	438
39947.B9FFC2	39947.Q0DT74	455
39947.B9FFC2	39947.Q0DT74	455
39947.Q06397	39947.Q0DT74	578
39947.Q06397	39947.Q0DT74	578
39947.C7J4K5	39947.Q10LJ0	490
39947.C7J4K5	39947.Q10LJ0	490
39947.Q6AUI3	39947.Q10LJ0	880
39947.Q6AUI3	39947.Q10LJ0	880
39947.C7J2Z1	39947.Q10LJ0	440
39947.C7J2Z1	39947.Q10LJ0	440
39947.Q0D6B1	39947.Q10LJ0	979
39947.Q0D6B1	39947.Q10LJ0	979
39947.A0A0P0VST4	39947.Q10LJ0	588
39947.A0A0P0VST4	39947.Q10LJ0	588
39947.B7FAL5	39947.Q10LJ0	654
39947.B7FAL5	39947.Q10LJ0	654
39947.B9FFC2	39947.Q10LJ0	954
39947.B9FFC2	39947.Q10LJ0	954
39947.Q0D7W9	39947.Q10LJ0	627
39947.Q0D7W9	39947.Q10LJ0	627
39947.Q0DL70	39947.Q10LJ0	495
39947.Q0DL70	39947.Q10LJ0	495
39947.A0A0P0VST4	39947.Q5WMV0	445
39947.A0A0P0VST4	39947.Q5WMV0	445
39947.B7FAL5	39947.Q5WMV0	466
39947.B7FAL5	39947.Q5WMV0	466
39947.Q0D7W9	39947.Q5WMV0	580
39947.Q0D7W9	39947.Q5WMV0	580
39947.Q0DL70	39947.Q5WMV0	404
39947.Q0DL70	39947.Q5WMV0	404
39947.Q10LJ0	39947.Q5WMV0	813
39947.Q10LJ0	39947.Q5WMV0	813
39947.A0A0P0WIA1	39947.Q60E54	428
39947.A0A0P0WIA1	39947.Q60E54	428
39947.C7J2Z1	39947.Q60E54	404
39947.C7J2Z1	39947.Q60E54	404
39947.Q0D6B1	39947.Q60E54	452
39947.Q0D6B1	39947.Q60E54	452
39947.Q0D7W9	39947.Q60E54	714
39947.Q0D7W9	39947.Q60E54	714
39947.Q10LJ0	39947.Q60E54	494
39947.Q10LJ0	39947.Q60E54	494
39947.Q5WMV0	39947.Q60E54	821
39947.Q5WMV0	39947.Q60E54	821
39947.A0A0P0WIA1	39947.Q6ATY6	455
39947.A0A0P0WIA1	39947.Q6ATY6	455
39947.Q6AUI3	39947.Q6ATY6	743
39947.Q6AUI3	39947.Q6ATY6	743
39947.Q9LRE5	39947.Q6ATY6	427
39947.Q9LRE5	39947.Q6ATY6	427
39947.Q10LJ0	39947.Q6ATY6	537
39947.Q10LJ0	39947.Q6ATY6	537
39947.Q5WMV0	39947.Q6ATY6	692
39947.Q5WMV0	39947.Q6ATY6	692
39947.A0A0P0VST4	39947.Q6L483	406
39947.A0A0P0VST4	39947.Q6L483	406
39947.Q60E54	39947.Q6L483	404
39947.Q60E54	39947.Q6L483	404
39947.A0A0P0WIA1	39947.Q6ZA50	892
39947.A0A0P0WIA1	39947.Q6ZA50	892
39947.Q6AUI3	39947.Q6ZA50	958
39947.Q6AUI3	39947.Q6ZA50	958
39947.Q9LRE5	39947.Q6ZA50	656
39947.Q9LRE5	39947.Q6ZA50	656
39947.Q0D6B1	39947.Q6ZA50	686
39947.Q0D6B1	39947.Q6ZA50	686
39947.Q0D7W9	39947.Q6ZA50	456
39947.Q0D7W9	39947.Q6ZA50	456
39947.Q0DL70	39947.Q6ZA50	414
39947.Q0DL70	39947.Q6ZA50	414
39947.Q10LJ0	39947.Q6ZA50	881
39947.Q10LJ0	39947.Q6ZA50	881
39947.Q5WMV0	39947.Q6ZA50	594
39947.Q5WMV0	39947.Q6ZA50	594
39947.Q60E54	39947.Q6ZA50	407
39947.Q60E54	39947.Q6ZA50	407
39947.Q6ATY6	39947.Q6ZA50	998
39947.Q6ATY6	39947.Q6ZA50	998
39947.B9FFC2	39947.Q75IR8	514
39947.B9FFC2	39947.Q75IR8	514
39947.Q10LJ0	39947.Q75IR8	495
39947.Q10LJ0	39947.Q75IR8	495
39947.Q5WMV0	39947.Q75IR8	404
39947.Q5WMV0	39947.Q75IR8	404
39947.Q6ZA50	39947.Q75IR8	414
39947.Q6ZA50	39947.Q75IR8	414
39947.Q0D6B1	39947.Q7XIR8	415
39947.Q0D6B1	39947.Q7XIR8	415
39947.A0A0P0VST4	39947.Q7XIR8	536
39947.A0A0P0VST4	39947.Q7XIR8	536
39947.B7FAL5	39947.Q7XIR8	706
39947.B7FAL5	39947.Q7XIR8	706
39947.B9FFC2	39947.Q7XIR8	867
39947.B9FFC2	39947.Q7XIR8	867
39947.Q0D7W9	39947.Q7XIR8	440
39947.Q0D7W9	39947.Q7XIR8	440
39947.Q10LJ0	39947.Q7XIR8	940
39947.Q10LJ0	39947.Q7XIR8	940
39947.Q5WMV0	39947.Q7XIR8	527
39947.Q5WMV0	39947.Q7XIR8	527
39947.A0A0P0VST4	39947.Q7XTJ6	440
39947.A0A0P0VST4	39947.Q7XTJ6	440
39947.B7FAL5	39947.Q7XTJ6	456
39947.B7FAL5	39947.Q7XTJ6	456
39947.B9FFC2	39947.Q7XTJ6	667
39947.B9FFC2	39947.Q7XTJ6	667
39947.Q0D6J6	39947.Q7XTJ6	484
39947.Q0D6J6	39947.Q7XTJ6	484
39947.Q0DL70	39947.Q7XTJ6	844
39947.Q0DL70	39947.Q7XTJ6	844
39947.Q0DQS7	39947.Q7XTJ6	424
39947.Q0DQS7	39947.Q7XTJ6	424
39947.Q0DT74	39947.Q7XTJ6	909
39947.Q0DT74	39947.Q7XTJ6	909
39947.Q10LJ0	39947.Q7XTJ6	732
39947.Q10LJ0	39947.Q7XTJ6	732
39947.Q5WMV0	39947.Q7XTJ6	528
39947.Q5WMV0	39947.Q7XTJ6	528
39947.Q60E54	39947.Q7XTJ6	466
39947.Q60E54	39947.Q7XTJ6	466
39947.Q6L483	39947.Q7XTJ6	434
39947.Q6L483	39947.Q7XTJ6	434
39947.Q6ZA50	39947.Q7XTJ6	456
39947.Q6ZA50	39947.Q7XTJ6	456
39947.Q75IR8	39947.Q7XTJ6	844
39947.Q75IR8	39947.Q7XTJ6	844
39947.Q7XIR8	39947.Q7XTJ6	491
39947.Q7XIR8	39947.Q7XTJ6	491
39947.A0A0P0VST4	39947.Q7XWP1	539
39947.A0A0P0VST4	39947.Q7XWP1	539
39947.B7FAL5	39947.Q7XWP1	494
39947.B7FAL5	39947.Q7XWP1	494
39947.B9FFC2	39947.Q7XWP1	693
39947.B9FFC2	39947.Q7XWP1	693
39947.Q0DL70	39947.Q7XWP1	489
39947.Q0DL70	39947.Q7XWP1	489
39947.Q10LJ0	39947.Q7XWP1	914
39947.Q10LJ0	39947.Q7XWP1	914
39947.Q75IR8	39947.Q7XWP1	489
39947.Q75IR8	39947.Q7XWP1	489
39947.Q7XIR8	39947.Q7XWP1	756
39947.Q7XIR8	39947.Q7XWP1	756
39947.Q7XTJ6	39947.Q7XWP1	504
39947.Q7XTJ6	39947.Q7XWP1	504
39947.Q7F1M0	39947.A0A0P0WNF9	544
39947.Q7F1M0	39947.A0A0P0WNF9	544
39947.Q6ZA50	39947.A0A0P0WNF9	495
39947.Q6ZA50	39947.A0A0P0WNF9	495
39947.A0A0P0VZE9	39947.A0A0P0WNF9	480
39947.A0A0P0VZE9	39947.A0A0P0WNF9	480
39947.Q0D6B1	39947.A0A0P0X4Q8	407
39947.Q0D6B1	39947.A0A0P0X4Q8	407
39947.A0A0P0X3D3	39947.B7F9E7	425
39947.A0A0P0X3D3	39947.B7F9E7	425
39947.A0A0P0X4Q8	39947.B7F9E7	692
39947.A0A0P0X4Q8	39947.B7F9E7	692
39947.A0A0P0X3D3	39947.Q0D6V7	850
39947.A0A0P0X3D3	39947.Q0D6V7	850
39947.A0A0P0X4Q8	39947.Q0D6V7	915
39947.A0A0P0X4Q8	39947.Q0D6V7	915
39947.B7F9E7	39947.Q0D6V7	748
39947.B7F9E7	39947.Q0D6V7	748
39947.Q7XIR8	39947.Q0DJF0	428
39947.Q7XIR8	39947.Q0DJF0	428
39947.A0A0P0X3D3	39947.Q0DJF0	983
39947.A0A0P0X3D3	39947.Q0DJF0	983
39947.B7F9E7	39947.Q0DJF0	528
39947.B7F9E7	39947.Q0DJF0	528
39947.Q0D6V7	39947.Q0DJF0	962
39947.Q0D6V7	39947.Q0DJF0	962
39947.Q0D6B1	39947.Q0DLB9	620
39947.Q0D6B1	39947.Q0DLB9	620
39947.Q7XIR8	39947.Q0DLB9	476
39947.Q7XIR8	39947.Q0DLB9	476
39947.A0A0P0X3D3	39947.Q0DLB9	634
39947.A0A0P0X3D3	39947.Q0DLB9	634
39947.A0A0P0X4Q8	39947.Q0DLB9	548
39947.A0A0P0X4Q8	39947.Q0DLB9	548
39947.B7F9E7	39947.Q0DLB9	859
39947.B7F9E7	39947.Q0DLB9	859
39947.Q0D6V7	39947.Q0DLB9	524
39947.Q0D6V7	39947.Q0DLB9	524
39947.Q0DJF0	39947.Q0DLB9	836
39947.Q0DJF0	39947.Q0DLB9	836
39947.B9FNL5	39947.Q0DS53	642
39947.B9FNL5	39947.Q0DS53	642
39947.B9FFC2	39947.Q0DS53	471
39947.B9FFC2	39947.Q0DS53	471
39947.A0A0P0X3D3	39947.Q0DS53	858
39947.A0A0P0X3D3	39947.Q0DS53	858
39947.A0A0P0X4Q8	39947.Q0DS53	612
39947.A0A0P0X4Q8	39947.Q0DS53	612
39947.B7F9E7	39947.Q0DS53	525
39947.B7F9E7	39947.Q0DS53	525
39947.Q0D6V7	39947.Q0DS53	993
39947.Q0D6V7	39947.Q0DS53	993
39947.Q0DJF0	39947.Q0DS53	992
39947.Q0DJF0	39947.Q0DS53	992
39947.A0A0P0X3D3	39947.Q0JCJ0	467
39947.A0A0P0X3D3	39947.Q0JCJ0	467
39947.A0A0P0X4Q8	39947.Q0JCJ0	697
39947.A0A0P0X4Q8	39947.Q0JCJ0	697
39947.B7F9E7	39947.Q0JCJ0	430
39947.B7F9E7	39947.Q0JCJ0	430
39947.Q0D6V7	39947.Q0JCJ0	964
39947.Q0D6V7	39947.Q0JCJ0	964
39947.Q0DJF0	39947.Q0JCJ0	727
39947.Q0DJF0	39947.Q0JCJ0	727
39947.Q0DLB9	39947.Q0JCJ0	740
39947.Q0DLB9	39947.Q0JCJ0	740
39947.Q0DS53	39947.Q0JCJ0	792
39947.Q0DS53	39947.Q0JCJ0	792
39947.Q0D6B1	39947.Q10LF7	695
39947.Q0D6B1	39947.Q10LF7	695
39947.B9FFC2	39947.Q10LF7	468
39947.B9FFC2	39947.Q10LF7	468
39947.Q10LJ0	39947.Q10LF7	479
39947.Q10LJ0	39947.Q10LF7	479
39947.Q6ZA50	39947.Q10LF7	509
39947.Q6ZA50	39947.Q10LF7	509
39947.A0A0P0X3D3	39947.Q10LF7	521
39947.A0A0P0X3D3	39947.Q10LF7	521
39947.A0A0P0X4Q8	39947.Q10LF7	841
39947.A0A0P0X4Q8	39947.Q10LF7	841
39947.B7F9E7	39947.Q10LF7	979
39947.B7F9E7	39947.Q10LF7	979
39947.Q0D6V7	39947.Q10LF7	993
39947.Q0D6V7	39947.Q10LF7	993
39947.Q0DJF0	39947.Q10LF7	729
39947.Q0DJF0	39947.Q10LF7	729
39947.Q0DLB9	39947.Q10LF7	768
39947.Q0DLB9	39947.Q10LF7	768
39947.Q0DS53	39947.Q10LF7	919
39947.Q0DS53	39947.Q10LF7	919
39947.Q0JCJ0	39947.Q10LF7	990
39947.Q0JCJ0	39947.Q10LF7	990
39947.Q10LJ0	39947.Q5W6H1	755
39947.Q10LJ0	39947.Q5W6H1	755
39947.A0A0P0X3D3	39947.Q5W6H1	424
39947.A0A0P0X3D3	39947.Q5W6H1	424
39947.A0A0P0X4Q8	39947.Q5W6H1	730
39947.A0A0P0X4Q8	39947.Q5W6H1	730
39947.B7F9E7	39947.Q5W6H1	893
39947.B7F9E7	39947.Q5W6H1	893
39947.Q0D6V7	39947.Q5W6H1	985
39947.Q0D6V7	39947.Q5W6H1	985
39947.Q0DJF0	39947.Q5W6H1	624
39947.Q0DJF0	39947.Q5W6H1	624
39947.Q0DLB9	39947.Q5W6H1	607
39947.Q0DLB9	39947.Q5W6H1	607
39947.Q0DS53	39947.Q5W6H1	722
39947.Q0DS53	39947.Q5W6H1	722
39947.Q0JCJ0	39947.Q5W6H1	939
39947.Q0JCJ0	39947.Q5W6H1	939
39947.Q10LF7	39947.Q5W6H1	996
39947.Q10LF7	39947.Q5W6H1	996
39947.A0A0P0X3D3	39947.Q6I5Q5	776
39947.A0A0P0X3D3	39947.Q6I5Q5	776
39947.A0A0P0X4Q8	39947.Q6I5Q5	795
39947.A0A0P0X4Q8	39947.Q6I5Q5	795
39947.B7F9E7	39947.Q6I5Q5	930
39947.B7F9E7	39947.Q6I5Q5	930
39947.Q0D6V7	39947.Q6I5Q5	913
39947.Q0D6V7	39947.Q6I5Q5	913
39947.Q0DJF0	39947.Q6I5Q5	541
39947.Q0DJF0	39947.Q6I5Q5	541
39947.Q0DLB9	39947.Q6I5Q5	775
39947.Q0DLB9	39947.Q6I5Q5	775
39947.Q0DS53	39947.Q6I5Q5	847
39947.Q0DS53	39947.Q6I5Q5	847
39947.Q10LF7	39947.Q6I5Q5	903
39947.Q10LF7	39947.Q6I5Q5	903
39947.A0A0P0X3D3	39947.Q7XHX9	595
39947.A0A0P0X3D3	39947.Q7XHX9	595
39947.A0A0P0X4Q8	39947.Q7XHX9	531
39947.A0A0P0X4Q8	39947.Q7XHX9	531
39947.B7F9E7	39947.Q7XHX9	669
39947.B7F9E7	39947.Q7XHX9	669
39947.Q0D6V7	39947.Q7XHX9	898
39947.Q0D6V7	39947.Q7XHX9	898
39947.Q0DJF0	39947.Q7XHX9	855
39947.Q0DJF0	39947.Q7XHX9	855
39947.Q0DLB9	39947.Q7XHX9	801
39947.Q0DLB9	39947.Q7XHX9	801
39947.Q0DS53	39947.Q7XHX9	890
39947.Q0DS53	39947.Q7XHX9	890
39947.Q0JCJ0	39947.Q7XHX9	603
39947.Q0JCJ0	39947.Q7XHX9	603
39947.Q10LF7	39947.Q7XHX9	638
39947.Q10LF7	39947.Q7XHX9	638
39947.Q6I5Q5	39947.Q7XHX9	951
39947.Q6I5Q5	39947.Q7XHX9	951
39947.Q0D6B1	39947.Q7XIT8	407
39947.Q0D6B1	39947.Q7XIT8	407
39947.B7F9E7	39947.Q7XIT8	692
39947.B7F9E7	39947.Q7XIT8	692
39947.Q0D6V7	39947.Q7XIT8	915
39947.Q0D6V7	39947.Q7XIT8	915
39947.Q0DLB9	39947.Q7XIT8	548
39947.Q0DLB9	39947.Q7XIT8	548
39947.Q0DS53	39947.Q7XIT8	682
39947.Q0DS53	39947.Q7XIT8	682
39947.Q0JCJ0	39947.Q7XIT8	732
39947.Q0JCJ0	39947.Q7XIT8	732
39947.Q10LF7	39947.Q7XIT8	841
39947.Q10LF7	39947.Q7XIT8	841
39947.Q5W6H1	39947.Q7XIT8	792
39947.Q5W6H1	39947.Q7XIT8	792
39947.Q6I5Q5	39947.Q7XIT8	795
39947.Q6I5Q5	39947.Q7XIT8	795
39947.Q7XHX9	39947.Q7XIT8	531
39947.Q7XHX9	39947.Q7XIT8	531
39947.A0A0P0VXF0	39947.Q7XWV4	463
39947.A0A0P0VXF0	39947.Q7XWV4	463
39947.A0A0P0WIG6	39947.Q7XWV4	450
39947.A0A0P0WIG6	39947.Q7XWV4	450
39947.B9FNL5	39947.Q7XWV4	480
39947.B9FNL5	39947.Q7XWV4	480
39947.Q7F1M0	39947.Q7XWV4	740
39947.Q7F1M0	39947.Q7XWV4	740
39947.A0A0P0WNF9	39947.Q7XWV4	438
39947.A0A0P0WNF9	39947.Q7XWV4	438
39947.A0A0P0X3D3	39947.Q84RU7	624
39947.A0A0P0X3D3	39947.Q84RU7	624
39947.A0A0P0X4Q8	39947.Q84RU7	836
39947.A0A0P0X4Q8	39947.Q84RU7	836
39947.B7F9E7	39947.Q84RU7	980
39947.B7F9E7	39947.Q84RU7	980
39947.Q0D6V7	39947.Q84RU7	999
39947.Q0D6V7	39947.Q84RU7	999
39947.Q0DJF0	39947.Q84RU7	836
39947.Q0DJF0	39947.Q84RU7	836
39947.Q0DLB9	39947.Q84RU7	820
39947.Q0DLB9	39947.Q84RU7	820
39947.Q0DS53	39947.Q84RU7	899
39947.Q0DS53	39947.Q84RU7	899
39947.Q0JCJ0	39947.Q84RU7	970
39947.Q0JCJ0	39947.Q84RU7	970
39947.Q10LF7	39947.Q84RU7	975
39947.Q10LF7	39947.Q84RU7	975
39947.Q5W6H1	39947.Q84RU7	989
39947.Q5W6H1	39947.Q84RU7	989
39947.Q6I5Q5	39947.Q84RU7	992
39947.Q6I5Q5	39947.Q84RU7	992
39947.Q7XHX9	39947.Q84RU7	927
39947.Q7XHX9	39947.Q84RU7	927
39947.Q7XIT8	39947.Q84RU7	895
39947.Q7XIT8	39947.Q84RU7	895
39947.C7J2Z1	39947.Q8H5K8	576
39947.C7J2Z1	39947.Q8H5K8	576
39947.A0A0P0X3D3	39947.Q8H5K8	691
39947.A0A0P0X3D3	39947.Q8H5K8	691
39947.B7F9E7	39947.Q8H5K8	450
39947.B7F9E7	39947.Q8H5K8	450
39947.Q0D6V7	39947.Q8H5K8	712
39947.Q0D6V7	39947.Q8H5K8	712
39947.Q0DJF0	39947.Q8H5K8	655
39947.Q0DJF0	39947.Q8H5K8	655
39947.Q0DLB9	39947.Q8H5K8	441
39947.Q0DLB9	39947.Q8H5K8	441
39947.Q0DS53	39947.Q8H5K8	879
39947.Q0DS53	39947.Q8H5K8	879
39947.Q10LF7	39947.Q8H5K8	451
39947.Q10LF7	39947.Q8H5K8	451
39947.Q5W6H1	39947.Q8H5K8	404
39947.Q5W6H1	39947.Q8H5K8	404
39947.Q7XHX9	39947.Q8H5K8	509
39947.Q7XHX9	39947.Q8H5K8	509
39947.Q84RU7	39947.Q8H5K8	436
39947.Q84RU7	39947.Q8H5K8	436
39947.Q7F1M0	39947.Q8H7Y8	459
39947.Q7F1M0	39947.Q8H7Y8	459
39947.Q6ZA50	39947.Q8H7Y8	498
39947.Q6ZA50	39947.Q8H7Y8	498
39947.A0A0P0WAJ7	39947.Q8H7Y8	447
39947.A0A0P0WAJ7	39947.Q8H7Y8	447
39947.A0A0P0WAP3	39947.Q8H7Y8	447
39947.A0A0P0WAP3	39947.Q8H7Y8	447
39947.A0A0P0WNF9	39947.Q8H7Y8	566
39947.A0A0P0WNF9	39947.Q8H7Y8	566
39947.Q7XWV4	39947.Q8H7Y8	516
39947.Q7XWV4	39947.Q8H7Y8	516
39947.Q9LRE5	39947.Q8LH68	508
39947.Q9LRE5	39947.Q8LH68	508
39947.A0A0P0X3D3	39947.Q8LH68	944
39947.A0A0P0X3D3	39947.Q8LH68	944
39947.A0A0P0X4Q8	39947.Q8LH68	630
39947.A0A0P0X4Q8	39947.Q8LH68	630
39947.B7F9E7	39947.Q8LH68	766
39947.B7F9E7	39947.Q8LH68	766
39947.Q0D6V7	39947.Q8LH68	984
39947.Q0D6V7	39947.Q8LH68	984
39947.Q0DJF0	39947.Q8LH68	997
39947.Q0DJF0	39947.Q8LH68	997
39947.Q0DLB9	39947.Q8LH68	910
39947.Q0DLB9	39947.Q8LH68	910
39947.Q0DS53	39947.Q8LH68	993
39947.Q0DS53	39947.Q8LH68	993
39947.Q10LF7	39947.Q8LH68	905
39947.Q10LF7	39947.Q8LH68	905
39947.Q5W6H1	39947.Q8LH68	674
39947.Q5W6H1	39947.Q8LH68	674
39947.Q6I5Q5	39947.Q8LH68	613
